WORD,TYPE,PLURAL,SYNONYM,ANTONYM
اهتل-الوجه-,فعل,,,
اهتلب,فعل,,,أغمد
اهتلب(السيف),فعل,,,
اهتلك,فعل,,,توقّى;حذر
اهتم,فعل,,,اغتبط;فرح;أهمل;أهمل
اهتم-بالأمر-,فعل,,,
اهتمج,فعل,,,نضر;حسن;لطف
اهتمج-الوجه-,فعل,,,
اهتمط,فعل,,,أنصف;عدل
اهتمط-المال-,فعل,,,
اهتور,فعل,,,نجا
اهدودر,فعل,,,انحبس
اهدودر-المطر-,فعل,,,
اهرمع,فعل,,,أبطأ
اهرورق,فعل,,,ركد
اهرورق(السائل),فعل,,,
ب(بالمكان),فعل,,,
بأر,فعل,,,ردم;طمر;ردم
بؤس,فعل,,,ضعف;سعادة
بؤل,فعل,,,قوي
بئس,فعل,,,اكتفى;اغتنى;سعد;نعم
بائت(منالطعامونحوه),فعل,,,
بات-عنده-,فعل,,,
باث,فعل,,,أسرّ;أخفى
باج(البرق),فعل,,,خبا
باح,فعل,,,أخفى;أضمر;كتم
باحت,فعل,,,
باخ,فعل,,,ثار;نشط
باخ(الشيء),فعل,,,
باد,فعل,,,برز;بقي;دام
باد(الشيء),فعل,,,
بادا(ه)-بالعداوة-,فعل,,,
بادر,فعل,,,تأخّر
بادر(إلىالشيء),فعل,,,
بادى(بالعداوة),فعل,,,أضمرها
باذأ,فعل,,,لاطف
باذخ,فعل,,,تواضع;متواضع
بارح(المكان),فعل,,,
بارز,فعل,,,استسلم;مستتر;مختفي
بارك,فعل,,,لعن
بارك(ه),فعل,,,
باس,فعل,,,تواضع
باطأ,فعل,,,استعجل
باطأ(ه),فعل,,,
باع(الشيء),فعل,,,
باعد(ه),فعل,,,
باغ-ت-(المرأة),فعل,,,
باغض,فعل,,,حابب;محب
باغى-ت(المرأة),فعل,,,عفّ-ت
باكر,فعل,,,أمسى;رائح
باكى,فعل,,,ضاحك
بالى,فعل,,,تجاهل;أهمل
بان,فعل,,,خفي;اختفى;قرب
باهج,فعل,,,
باهر,فعل,,,
باهل(القوم),فعل,,,بارك
باهى,فعل,,,أذعن;خضع
بايع,فعل,,,خذل;عارض
بايع(ه)-فيالأمر-,فعل,,,
باين,فعل,,,شابه
بتت,فعل,,,وصّل
بتر,فعل,,,وصل
بتر(السيف),فعل,,,كلّ;نبا
بتك,فعل,,,وصل;وصّل
بتل,فعل,,,وصل;وصّل
بث,فعل,,,كتمان
بث-الخبر-,فعل,,,
بث(الخبر),فعل,,,كتم
بثبث-الخبر-,فعل,,,
بثبث(الخبر),فعل,,,كتم
بج(الشيء),فعل,,,وصل
بجج,فعل,,,
بجد-بالمكان-,فعل,,,
بجد(بالمكان),فعل,,,رحل(عنه);ترك;هجر;ارتحل;هجر;ترك
بجل,فعل,,,حقّر;احتقر;احتقار;حقّر
بح-صوته-,فعل,,,
بح(صوته),فعل,,,رخم
بحثر,فعل,,,جمّع
بحح,فعل,,,نعّم;رخّم
بحر-الأرض-,فعل,,,
بختر,فعل,,,تواضع
بختر(فيمشيه),فعل,,,
بخر(الفم),فعل,,,
بخس(الحق),فعل,,,أدّى
بخل,فعل,,,كرم;جاد;كرم;جود
بخم(الفم),فعل,,,عطر
بد(الشيء),فعل,,,
بدأ,فعل,,,انتهى;ختّم
بدأ(ه),فعل,,,
بدا,فعل,,,خفى;خفي
بدح(السر),فعل,,,كتم
بدح(الشيء),فعل,,,أمسك(به)
بدح(بالسر),فعل,,,
بدد,فعل,,,جمع;لمّ;كفاية;ضعف
بدر-القمر-,فعل,,,
بدل(الشيء),فعل,,,أبقى
بذ(ه),فعل,,,
بذأ,فعل,,,عفّ
بذؤ,فعل,,,عفّ
بذئ,فعل,,,عفّ
بذخ,فعل,,,حقر;ذلّ;تواضع;تواضع;ذلّ;تواضع
بذر-الحب-,فعل,,,
بذر(الحب),فعل,,,جمع
بذرق,فعل,,,قتّر
بذع,فعل,,,طمأن;شجّع;تطمين;تشجيع
بذل,فعل,,,أمسك;قتّر;حرص;شحّ;تقتير;إمساك
برأ,فعل,,,مرض;سقم;أثّم;جرّم
برأ(ه)-منالتهمة-,فعل,,,
برؤ,فعل,,,سقم;اعتل;مرض
برئ,فعل,,,اتّهم
برت,فعل,,,وثوق;تأكيد;تأكّد;وثق
برت(الشيء),فعل,,,وصل
برح,فعل,,,سنح;حلم;خير;راحة;أراح
برح-المكان-,فعل,,,
برح-به-,فعل,,,
برح(المكان),فعل,,,أقام(فيه)
برد-الألم-,فعل,,,
برر,فعل,,,خطأ;أثّم
برز,فعل,,,اختفى;غاب;متهتّك
برس-الأرض-,فعل,,,
برس(الأرض),فعل,,,وعّر
برض-الماء-,فعل,,,
برض(الماء),فعل,,,كثر
برطم,فعل,,,أسرّ;أفرح
برع,فعل,,,فشل;أخفق;أخفق
برقح(الوجه),فعل,,,حسن;جمل
برقع-ت-(المرأة),فعل,,,
برقعت(المرأة),فعل,,,أسفرت
برقل,فعل,,,صدق
برك,فعل,,,نهض;أنهض;شجاع
برك(فيالمكان),فعل,,,
بره,فعل,,,سقم;مرض;اسودّ;سقم;مرض;اسوداد
بز,فعل,,,تخلف(عن)
بز(ه),فعل,,,
بزبز,فعل,,,انتصر
بزج(الشيء),فعل,,,قبّح
بزغ,فعل,,,غاب;أفل;أفول;غياب
بزغ-الغلام-,فعل,,,
بزغ(الغلام),فعل,,,استحيا
بزل(الأمر),فعل,,,توى
بزم,فعل,,,رقّ;رقّة
بسر-وجهه-,فعل,,,
بسر(وجهه),فعل,,,تبسّم
بسط,فعل,,,طوى;قبض;طيّ;قبض
بسط-الأمر-,فعل,,,
بسط(الأمر),فعل,,,عقّد
بسق,فعل,,,انخفض
بسق-عليه-,فعل,,,
بسق(عليه),فعل,,,تواضع
بسل,فعل,,,جبن
بسم,فعل,,,عبس
بسور,فعل,,,بشوش
بش,فعل,,,عبس;عبوسة
بش-وجهه-,فعل,,,
بشبش,فعل,,,عبس
بشر-به-,فعل,,,
بص(النور),فعل,,,خبا
بصر-به-,فعل,,,
بصر(به),فعل,,,عمي(عنه)
بصع(الشيء),فعل,,,فرّق
بض(الماء),فعل,,,تدفّق
بطؤ,فعل,,,أسرع;عجل
بطر,فعل,,,قنع;تواضع;قنوع;متواضع;قناعة;تواضع;حقّ
بطش-به-,فعل,,,
بطش(به),فعل,,,رأف(به)
بطل-فيكلامه-,فعل,,,
بطل(الأمر),فعل,,,أثبت;أكّد
بطل(الشيء),فعل,,,
بطل(عنالعمل),فعل,,,عمل;اشتغل
بطل(فيكلامه),فعل,,,جدّ
بع-الماء-,فعل,,,
بع(الماء),فعل,,,قطّر;حبس
بعثر,فعل,,,جمع;لمّ
بعثر(الأشياء),فعل,,,رتّب;نسّق;جمّع
بعد,فعل,,,قبل;دنا;قرب;اقترب;دنوّ;اقتراب;قرب;قرّب
بعزق,فعل,,,جمع;لمّ;اقتصد;شحّ
بغا,فعل,,,عدل;رحم;أشفق
بغاء,فعل,,,عفاف
بغث-ت-السماء,فعل,,,
بغث-ت(أمطرترذاذا),فعل,,,بغر-ت(أمطرتبشدّة)
بغر,فعل,,,بشم;رذاذ
بغر-ت-السماء,فعل,,,
بغر-ت(أمطرتبشدة),فعل,,,بغث-ت(أمطرترذاذا)
بغش-ت-السماء,فعل,,,
بغش-ت(أمطرترذاذا),فعل,,,بغر-ت(أمطرتبشدّة)
بغض,فعل,,,أحّب;حبّ;حبّب;حب;مودّة
بغى,فعل,,,عدل;عفّ
بغي,فعل,,,عدل;رحمة;شفقة
بقط(المتاع),فعل,,,بعثر
بقط(فيالجبل),فعل,,,انحدر
بقل(المكان),فعل,,,أجدب;محل
بقى,فعل,,,رحّل
بقي,فعل,,,فني;اضمحلّ;ذهب
بقي(علىحاله),فعل,,,تبدّل;تحوّل
بكئ,فعل,,,
بكت,فعل,,,سامح
بكر(إلىالشيء),فعل,,,تمهّل;أبطأ;تأخر
بكش(العقدة),فعل,,,عقد
بكى,فعل,,,ضحك;ضحّك
بل-القماش-,فعل,,,
بل-المريض-,فعل,,,
بل(القماش),فعل,,,جفّ
بل(المريض),فعل,,,مرض;اعتلّ;سقم
بلج,فعل,,,أظلم
بلج(الحق),فعل,,,غمض;اختفى
بلج(الصدر),فعل,,,اغتمّ;ضاق
بلج(صدره),فعل,,,
بلح,فعل,,,ارتاح;قدر
بلحت,فعل,,,خان
بلخ,فعل,,,تواضع;متواضع
بلد,فعل,,,نشّط;نشط
بلد(بالمكان),فعل,,,رحل;هجر;ارتحل
بلغ(الشيء),فعل,,,كلّ(عنه)
بلقع-المكان-,فعل,,,
بلقع(المكان),فعل,,,أهل;عمر
بلم,فعل,,,تكلّم
بله,فعل,,,فطن;ذكاء;فطنة
بلور(الأمر),فعل,,,أخفى;أغمض
بلي(الثوب),فعل,,,استجدّ
بن(بالمكان),فعل,,,غادر
بنى,فعل,,,هدم;قوّض;دمّر
بهج,فعل,,,قبح;حزين;مكتئب;اكتأب;حزن;أحزن
بهر,فعل,,,أظلم;ظلام
بهظ(الثمن),فعل,,,بخس
بهل,فعل,,,بركة;بارك
بهم-بالمكان-,فعل,,,
بهم(بالمكان),فعل,,,غادر
بهي,فعل,,,قبح
بور(الأرض),فعل,,,زرع
بيت-البيت-,فعل,,,
بيت(البيت),فعل,,,هدّم
بيش(الله),فعل,,,قبّح
بيش(ه)-الله-,فعل,,,
بيض,فعل,,,سوّد;سود
تآخى,فعل,,,تعادى
تآزف(القوم),فعل,,,تباعد
تآسى,فعل,,,هنّأ;تشفّى
تآسى(القوم),فعل,,,
تآصر(القوم),فعل,,,تباعد
تأبد,فعل,,,
تأبد(المكان),فعل,,,أنس;أهل;عمر
تأبد(بالمكان),فعل,,,ارتحل(عنه);ظعن(عنه)
تأبش,فعل,,,تفرّق;تبدّد;تبدّد;تفرّق
تأبه,فعل,,,انحطّ;سفل;خسّ;انحطاط;خساسة;سفالة
تأبه(عليه),فعل,,,تواضع
تأبى,فعل,,,ارتضى;رضي
تأثف(المكان),فعل,,,غادر
تأجج,فعل,,,انطفأ;خمد;همد;انطفاء
تأجل,فعل,,,تسرّع;تعجّل
تأخر,فعل,,,تأجّل;أسرع;تقدّم;تقدّم;إسراع
تأخى,فعل,,,تعادى
تأخى(الشيء),فعل,,,
تأخي,فعل,,,تعادي
تأدب,فعل,,,تهتّك;استهتر
تأذى,فعل,,,امتشع
تأرب(الأمر),فعل,,,تيسّر
تأرب(فيالأمر),فعل,,,تهاون(فيه)
تأرث-ت-النار-,فعل,,,
تأرث-ت(النار),فعل,,,انطفأ-ت
تأرض,فعل,,,غادر;ارتحل;ارتحال;مغادرة
تأرى(بالمكان),فعل,,,ارتحل(عنه)
تأزف(الصدر),فعل,,,اتّسع;رحب
تأزق,فعل,,,اتّساع
تأزق(الشيء),فعل,,,اتّسع
تأزل,فعل,,,اتّسع;اتّساع
تأزم(الأمر),فعل,,,تيسّر;انفرج;انحلّ
تأزى,فعل,,,أقدم
تأسر(عليه),فعل,,,
تأسف,فعل,,,فرح
تأسن(الماء),فعل,,,عذب
تأسى,فعل,,,هنّأ;تشفّى
تأصل,فعل,,,تفرّع
تأطر(الشيء),فعل,,,استقام
تأفف,فعل,,,تسلّى;تلهّى;قرّ(عينا);سلوّ;تسلية;لهوّ;سلوان
تأفل,فعل,,,تواضع
تأكد,فعل,,,ارتاب;شكّ;ارتياب;شكّ
تألب,فعل,,,افترق;افتراق;تفرّق
تألق,فعل,,,خبا;خبوّ
تأم(الجرح),فعل,,,نكأ
تأم(الشمل),فعل,,,تفرّق;تشتّت
تأنس,فعل,,,توحّش
تأنس-به-,فعل,,,
تأنق-فيعمله-,فعل,,,
تأنى,فعل,,,استعجل;أسرع
تأنيب,فعل,,,مسامحة;صفح
تأنيث-فيالأمر-,فعل,,,
تأهب,فعل,,,تراخي
تأهل(الرجل),فعل,,,عزب
تأهي,فعل,,,تراخى
تأود,فعل,,,استقام;استقامة
تؤدة,فعل,,,حدّة;غلواء;تسرّع;عجلة
تئق(الوعاء),فعل,,,فرغ
تاب,فعل,,,توغّن
تاث,فعل,,,وضع
تاخم,فعل,,,باعد
تارب,فعل,,,عادى
تاف(بصره),فعل,,,غضّ(بصره)
تاك,فعل,,,حلم;فطن;حليم
تاه,فعل,,,تواضع
تاه(عنالطريق),فعل,,,اهتدى
تباده,فعل,,,تكلّف
تبارى,فعل,,,استسلم;انسحب
تباطأ,فعل,,,تسارع;استعجل;سارع
تباطن(المكان),فعل,,,تقارب
تباعد,فعل,,,تقارب;اقترب;تقارب;جمع;اقتراب
تباكى,فعل,,,تضاحك
تباهى,فعل,,,تواضع
تباين,فعل,,,تشابه
تبتل,فعل,,,تزوّج;تأهّل;زواج
تبجح,فعل,,,تواضع
تبحثر,فعل,,,تجمّع
تبد,فعل,,,تسرّح
تبد(الشعر),فعل,,,
تبدخ,فعل,,,تواضع
تبدد,فعل,,,تجمّع;تجمّع;تجميع
تبدل,فعل,,,استمر;دام;بقي;بقاء;ديمومة;استمرار
تبدى,فعل,,,توارى;اختفى
تبدى(الشيء),فعل,,,
تبذخ,فعل,,,حقر;ذلّ;ذلّ;حقارة
تبذل,فعل,,,عف;احتشم;تعفّف;ترفّع;عفّة;عفاف;تعفّف;حشمة;احتشام;ترفّع;
تبرأ,فعل,,,اتّهم
تبرأ(منالتهمة),فعل,,,
تبرج,فعل,,,تبشّع
تبرر-الله-,فعل,,,
تبرر(الله),فعل,,,عصى
تبرع,فعل,,,أخذ
تبرقع-ت-المرأة,فعل,,,
تبرقع-ت(المرأة),فعل,,,سفر-ت(عنوجهها);أسفر-ت;كشف-ت
تبرم,فعل,,,تسلّى;سلوّ
تبس,فعل,,,وضح
تبس(عليهالأمر),فعل,,,
تبسم,فعل,,,عبس;عبوس
تبشع,فعل,,,تبرّج;تجمّل;تجمل;تزيّن
تبصر,فعل,,,استعمى;غوي;استعماء;ضلال;غواية
تبطأ,فعل,,,تسرّع
تبطل,فعل,,,عمل;اشتغل;تعبّد;تعبّد;عمل
تبعثر,فعل,,,تجمّع
تبعد,فعل,,,تقرّب
تبعزق,فعل,,,تجمّع
تبغدد-عليه-,فعل,,,
تبغض,فعل,,,تحبّب
تبقى,فعل,,,ذهب;زال;فني
تبك,فعل,,,وضح
تبكر,فعل,,,تأخّر
تبلخ,فعل,,,تواضع
تبلد,فعل,,,تنشّط
تبلع,فعل,,,تقيّأ;تقيّؤ
تبلعم,فعل,,,تقيّأ
تبلل,فعل,,,تجفّف;تجفيف
تبله,فعل,,,تفطّن
تبليح,فعل,,,قدرة
تبنن,فعل,,,تسرّع
تبنن-الأمر-,فعل,,,
تبهج-به-,فعل,,,
تبهج(به),فعل,,,حزن(منه)
تبهش-القوم-,فعل,,,
تبهش(القوم),فعل,,,تفرّق
تبهم-الأمر-,فعل,,,
تبهم(الأمر),فعل,,,اتّضح
تبهنس,فعل,,,تواضع
تبوج(البرق),فعل,,,خبا
تبوح-البرق-,فعل,,,
تبوع-الشيء-,فعل,,,
تبوع(الشيء),فعل,,,انكمش
تبيض,فعل,,,تسوّد
تبين(الأمر),فعل,,,أخفى;أغمض;أبهم
تتب,فعل,,,خلع
تتب(الثوب),فعل,,,
تثأثأ,فعل,,,أمن
تثأثأ-منه-,فعل,,,
تثاقف(القوم),فعل,,,تآلف
تثاقل,فعل,,,استخفّ
تثبت,فعل,,,قلع;خلع;قلع;اهتزاز
تثبط,فعل,,,أسرع
تثق,فعل,,,جفّ
تثق(الشيء),فعل,,,
تثقف,فعل,,,جهل
تثم,فعل,,,أسفر
تج(البحر),فعل,,,هدأ;سكن
تجادع-القوم-,فعل,,,
تجادع(القوم),فعل,,,تآلف
تجازر(القوم),فعل,,,تمادح
تجالع(القوم),فعل,,,تمادح
تجامل,فعل,,,تقابح
تجانب(الشيء),فعل,,,
تجانس,فعل,,,تخالف;تنافر;تنافر;تخالف
تجاهد,فعل,,,تكاسل
تجاهر(بالأمر),فعل,,,ستر;أخفى
تجاوز,فعل,,,استقرار
تجاوز(الموضع),فعل,,,استقرّ(فيه)
تجبر,فعل,,,تواضع
تجحفل,فعل,,,تفرّق
تجحفل(القوم),فعل,,,تفرّق
تجدب,فعل,,,
تجدد,فعل,,,بلي;قدم
تجذف,فعل,,,أبطأ;إبطاء
تجرأ,فعل,,,تهيّب
تجرمز,فعل,,,تفرّق
تجزع,فعل,,,تصبّر;صبر
تجفف-الثوب-,فعل,,,
تجلجل,فعل,,,ثبات
تجلجل(الشيء),فعل,,,ثبت
تجلد,فعل,,,جزع;جزع;خوف
تجلف,فعل,,,سمن
تجلى,فعل,,,اختفى
تجمأ(القوم),فعل,,,تفرّق
تجمجم-فيكلامه-,فعل,,,
تجمد,فعل,,,سال;ذاب
تجمر(القوم),فعل,,,تفرّق
تجمع(القوم),فعل,,,تفرّق;تبدّد;تشتّت
تجمل,فعل,,,تقبّح;تقبّح;جزع
تجمهر(القوم),فعل,,,تفرّق
تجمى-القومعليه-,فعل,,,
تجمى(القومعليه),فعل,,,تفرّق
تجنب(ه),فعل,,,
تجنن,فعل,,,تعقّل
تجهم,فعل,,,أشرق;تهلّل;بشاشة;بشر
تجود-فيعمله-,فعل,,,
تجوع,فعل,,,تشبّع
تجوق,فعل,,,تفرّق
تحاب,فعل,,,تكاره
تحابق,فعل,,,مدح
تحابق-عليه-,فعل,,,
تحاد(القوم),فعل,,,اتّفق
تحارب,فعل,,,تسالم
تحامق,فعل,,,تعقّل
تحبب,فعل,,,تبغّض
تحتم-الأمر-,فعل,,,
تحتم(الأمر),فعل,,,جاز
تحج,فعل,,,أعرض
تحج(إليه),فعل,,,
تحجب-ت-المرأة-,فعل,,,
تحجب-ت(المرأة),فعل,,,أسفر-ت(عنوجهها)
تحد,فعل,,,أعرض
تحد(إليه),فعل,,,
تحدر,فعل,,,صعد;طلع;ارتقى;صعود;ارتقاء;طلوع
تحرر(السجين),فعل,,,حبس
تحرر(الوطن),فعل,,,استعمر
تحرق,فعل,,,اطمئنان;استقرار
تحرق(على),فعل,,,اطمأن;قرّ(عينا)
تحرك,فعل,,,جمد;جمود;ثبوت;ثبات
تحرى-الأمر-,فعل,,,
تحرى-السجين-,فعل,,,
تحرى-عنه-,فعل,,,
تحرى(به),فعل,,,تحرّى(عنه)
تحزب(له),فعل,,,تحزّب(عليه)
تحزز,فعل,,,
تحسر,فعل,,,فرح;سرّ;فرح;سرور;حبور
تحسر(الشعر),فعل,,,
تحسر(علىالشيء),فعل,,,فرح(به)
تحسن,فعل,,,تقبّح;تباخل;قتّر
تحشم(منه),فعل,,,
تحص,فعل,,,هان;يسر
تحص(الأمر),فعل,,,
تحضر,فعل,,,تبدّى
تحط,فعل,,,حلم
تحط(الرجل),فعل,,,
تحفظ,فعل,,,تيقّن
تحم,فعل,,,انحرف
تحول,فعل,,,دام;استمرّ;بقي;استمرار;بقاء;ديمومة
تخاذل(القوم),فعل,,,تعاون
تخاصم,فعل,,,تصادق;تصادق;صداقة
تخالف,فعل,,,تآلف;تطابق;تجانس;توافق;تناغم;تلاؤم;تطابق;توافق;تناغم;تجانس
تخايل,فعل,,,تواضع
تخبط,فعل,,,نهج
تخرص,فعل,,,صدق
تخشل,فعل,,,تكبّر
تخشن,فعل,,,نعم;تنعّم;نعومة
تخشى,فعل,,,اطمأن
تخصص,فعل,,,تعمّم
تخصص-به-,فعل,,,
تخطل,فعل,,,تواضع
تخفج,فعل,,,استقام;استقامة
تخفى,فعل,,,ظهر;تكشّف
تخلص-منه-,فعل,,,
تخلى,فعل,,,دعم
تخلى-عنه-,فعل,,,
تدانى,فعل,,,بعد;نأى;تباعد
تدفأ,فعل,,,ابترد
تدنس,فعل,,,طهر;نظف
تدنى,فعل,,,ارتفع
تذكر,فعل,,,نسي;نسيان
تذلل,فعل,,,تعزّز;إباء;كرامة;عزّة(النّفس)
تراجع,فعل,,,أقدم;إقدام
تراخى(عنالأمر),فعل,,,
تراخى(فيالحكم),فعل,,,أحكم(قبضته)
ترجل,فعل,,,ركب
تردد(فيالأمر),فعل,,,عزم(عليه);حزم(الأمر)
ترع,فعل,,,فرغ;فراغ
ترف(عيشه),فعل,,,خشن
ترفع,فعل,,,سفل;خسّ;انحط;انحطاط;سفالة
ترك(الأمر),فعل,,,انكبّ(عليه)
ترك(المكان),فعل,,,
ترك(المكانض),فعل,,,أقام(فيه);استقرّ(فيه)
ترك(جانبا),فعل,,,أهمل
ترك(مالا),فعل,,,
ترك(منيده),فعل,,,أمسك(به)
ترنم,فعل,,,ناح;نواح;نوح
تزايد,فعل,,,تناقص
تزعزع,فعل,,,ثبت;ثبات
تزمت,فعل,,,تساهل;تسامح;تحمّق
تزوج,فعل,,,
تزوج(الرجل),فعل,,,عزب;تبتّل;طلّق
تسامح,فعل,,,تشدّد
تساهل,فعل,,,تشدّد
تستر,فعل,,,ظهر;تكشّف;ظهور
تسخ,فعل,,,تنظّف;نظف;طهر
تسلق(الشيء),فعل,,,هبط;انحدر
تسلى,فعل,,,ضجر;سئم;ملّ;تبرّم
