WORD,TYPE,PLURAL,SYNONYM,ANTONYM
أوثق-الدابة-,فعل,,,
أوثن,فعل,,,بخل;قتّر
أوجأ,فعل,,,أصاب;وفّق
أوجب,فعل,,,أجاز;جوّز
أوجح,فعل,,,استتر;اختفى
أوجح(الشيء),فعل,,,
أوجد,فعل,,,فقد
أوجد(ه),فعل,,,
أوجذ,فعل,,,خيّر
أوجذ-ه-(علىالأمر),فعل,,,
أوجز,فعل,,,أسهب;أطنب
أوجس,فعل,,,اطمأنّ
أوجس(خيفة),فعل,,,
أوجف,فعل,,,أبطأ
أوجل,فعل,,,طمأن;مطمئن
أوجى,فعل,,,قرّب
أوجى(الشيء),فعل,,,
أوحش,فعل,,,أنس;عمر
أوحش(المكان),فعل,,,
أوحف,فعل,,,أبطأ
أوحى,فعل,,,بطيء
أوخف,فعل,,,أبطأ
أود,فعل,,,استقام;استقامة;راحة
أودح,فعل,,,تمرّد;ثار
أودن,فعل,,,طوّل;خشن
أورد,فعل,,,أصدر
أورى,فعل,,,أكبى
أورى-الزند-,فعل,,,
أوزع,فعل,,,جمّع
أوزغ(الشيء),فعل,,,
أوزف,فعل,,,أبطأ
أوزن,فعل,,,أخف;أضعف
أوسب-ت-الأرض,فعل,,,
أوسب-ت(الأرض),فعل,,,أمحل-ت
أوسخ,فعل,,,نظّف
أوسد,فعل,,,أبطأ
أوسع,فعل,,,ضيّق
أوشك,فعل,,,بعد
أوصب,فعل,,,أشفى
أوصد,فعل,,,فتح
أوصد-الباب-,فعل,,,
أوضأ,فعل,,,أوسخ
أوضح,فعل,,,أبهم;أخفى
أوضع,فعل,,,أصلح
أوضع(بينالناس),فعل,,,
أوطف,فعل,,,انخفض
أوطف(الشيء),فعل,,,
أوطن,فعل,,,رحل;هجر
أوطن(المكان),فعل,,,
أوعد,فعل,,,طمأن
أوعر,فعل,,,سهل
أوعى,فعل,,,أهمل
أوغر(الصدر),فعل,,,هدّأ
أوغر(صدره),فعل,,,
أوغف,فعل,,,قويبصره
أوغف-الرجل-,فعل,,,
أوفد,فعل,,,استقبل
أوفر,فعل,,,قلّل;أنقص;أنقص
أوفز,فعل,,,أبطأ
أوفز(ه),فعل,,,
أوفض,فعل,,,أبطأ
أوفى,فعل,,,حنث
أوفى-بالوعد-,فعل,,,
أوقب,فعل,,,شبع
أوقد,فعل,,,أطفأ;أخمد
أوقد(النار),فعل,,,
أوقش,فعل,,,ثار;تمرّد
أوقع,فعل,,,خلّص;أنهض
أوقع(ه),فعل,,,
أوقف,فعل,,,أجلس;أقعد;أنفذ;أقعد;مشّى
أوقف-الحكم-,فعل,,,
أوقف(ه),فعل,,,
أوكح,فعل,,,ارتاح;أوعس
أوكر,فعل,,,أفرغ
أوكر(الإناء),فعل,,,
أوكس(فيتجارته),فعل,,,
أولت,فعل,,,أدى
أولت(ه)حق(ه),فعل,,,
أولج,فعل,,,أخرج
أولج(ه),فعل,,,
أولع,فعل,,,أكره
أولع(ه)-به-,فعل,,,
أولف,فعل,,,كشف
أوم(ه),فعل,,,
أومأ,فعل,,,
أومس,فعل,,,عفّ
أومس-ت-المرأة,فعل,,,
أومض,فعل,,,خبا
أومض-البرق-,فعل,,,
أونى,فعل,,,أراح;قوّى
أوهج,فعل,,,أطفأ
أوهج(النار),فعل,,,
أوهط,فعل,,,قوّى
أوهط(ه),فعل,,,
أوهف,فعل,,,انخفض
أوهف(الشيء),فعل,,,
أوهن,فعل,,,قوّى
أوهن(ه),فعل,,,
أوهى,فعل,,,قوّى
أوى,فعل,,,طرد;ظلم;كدّد
أوى-إليه-,فعل,,,
أيأس,فعل,,,أمّل
أيبس(الشيء),فعل,,,
أيد(الأمر),فعل,,,رفض;عارض
أيد(الرجل),فعل,,,خذل;تخلّى
أيدى,فعل,,,أساء
أيدى-إليه-,فعل,,,
أيس,فعل,,,أمل;رجا;أمّل
أيقظ,فعل,,,أنام
أيقن,فعل,,,شكّ;ارتاب
إليك,فعل,,,أعط
إمساك(بالشيء),فعل,,,
إنكار,فعل,,,اعتراف;إقرار
إنهاك,فعل,,,راحة
إهتار,فعل,,,تعقّل
ائتلف,فعل,,,اختلف
ائتم,فعل,,,
ابتدأ,فعل,,,انتهى
ابتدر,فعل,,,تلكّأ;تأخّر;أبطأ
ابتده,فعل,,,
ابتده(الخطبة),فعل,,,تكلّف;تصنّع(فيها)
ابتذل,فعل,,,احتشم;عزّ
ابترى,فعل,,,
ابتسم,فعل,,,عبس
ابتعث,فعل,,,
ابتعد,فعل,,,اقترب;جاور
ابتكر,فعل,,,قلّد
ابتل,فعل,,,جفّ;مرض;نشف
ابتلج,فعل,,,
ابتلع,فعل,,,تقيّأ
ابتنى,فعل,,,هدم;خرّب
ابتنى(بيتا),فعل,,,
ابتهج,فعل,,,اكتأب;حزن
ابتهش,فعل,,,حزن
ابتهل,فعل,,,
ابيض,فعل,,,اسودّ
اتأد,فعل,,,تسرّع
اتأس,فعل,,,أمل
اتسع(المكان),فعل,,,ضاق
اتصل,فعل,,,انفصل
اتضح,فعل,,,خفي
اتضع,فعل,,,تكبّر
اتفق,فعل,,,اختلف
اتقد-ت(النار),فعل,,,انطفأ-ت
اتقد(-تالنار),فعل,,,
اتكل,فعل,,,اعتمد
اتهم,فعل,,,برّأ
اثبأج(الإناء),فعل,,,صفر;فرغ
اثبأجالإناء,فعل,,,
اجتذاب,فعل,,,دفع;صدّ
اجتذب,فعل,,,دفع;صدّ
اجتذل,فعل,,,حزن
اجترم,فعل,,,عفّ;طهر
اجتص,فعل,,,
اجتص(القوم),فعل,,,تفرّق
اجتعف(الشجرة),فعل,,,غرس
اجتغف,فعل,,,
اجتفى,فعل,,,ثبّت
اجتلب,فعل,,,دفع
اجتمع,فعل,,,تبدّد;تفرّق
اجتن,فعل,,,تبدّد;تفرّق
اجتنب,فعل,,,تقرّب
اجتهد,فعل,,,كسل;تكاسل
اجزل(لهالعطاء),فعل,,,بخل(عليه)
احتاج,فعل,,,
احتج,فعل,,,
احتج(به),فعل,,,احتجّ(عليه)
احتجى,فعل,,,
احتجى(السر),فعل,,,أفشى
احتد,فعل,,,
احتد(عليه),فعل,,,رضي(عنه)
احتذر,فعل,,,اطمأنّ
احترز,فعل,,,اطمأنّ
احترس,فعل,,,اطمأنّ
احترف,فعل,,,تبطّل
احترم,فعل,,,احتقر
احتشد,فعل,,,تفرّق
احتشم,فعل,,,تبذّل;تهتّك
احتضاج,فعل,,,اكتفى
احتفل,فعل,,,تفرّق;تشتّت
احتفلالقوم,فعل,,,
احتفى,فعل,,,انتعل
احتفى(به),فعل,,,احتقر;أهمل
احتقر,فعل,,,احترم;عظّم;بجّل
احتقن,فعل,,,نفّس
احتل,فعل,,,
احتل(البلاد),فعل,,,جلا(عنها)
اختال,فعل,,,تواضع;اتّضع
اختبأ,فعل,,,ظهر;بان
اختبل,فعل,,,عقل
اختتل,فعل,,,أمن
اختصر,فعل,,,أسهب;أطنب
اختصم,فعل,,,تصادق
اختفى,فعل,,,ظهر;بان;بدا
اختلب,فعل,,,أمن
اختلج,فعل,,,سكن;هدأ
اختلس,فعل,,,أمن
اختلف,فعل,,,توافق;اتّفق
اخشوشن,فعل,,,تنعّم
اخضر,فعل,,,يبس
اخضل,فعل,,,جفّ
اخضوضب,فعل,,,
اخضوضر,فعل,,,يبس
اخضوضل,فعل,,,جفّ
ادخر,فعل,,,
ادكر,فعل,,,
ارتحل,فعل,,,أقام
ارتخ,فعل,,,
ارتخى,فعل,,,تشدّد;صلب
ارتد,فعل,,,
ارتد(عليه),فعل,,,تراجع
ارتد(عنه),فعل,,,هجم(عليه)
ارتدى,فعل,,,خلع
ارتشف,فعل,,,عبّ
ارتضى,فعل,,,رفض
ارتفع,فعل,,,سقط;هبط;انخفض
ارتقى,فعل,,,انحدر;نزل;هبط
ارتوى,فعل,,,عطش
ارعوى,فعل,,,
ارعوى(عنالجهل),فعل,,,تمادى
ازداد,فعل,,,نقص
ازدحم,فعل,,,خلا;فرغ
ازور,فعل,,,حدّق
استأخر,فعل,,,استقدم;استعجل
استأسد,فعل,,,
استأنس,فعل,,,استوحش
استاء,فعل,,,
استاء(من),فعل,,,رضي(عن)
استبد,فعل,,,عدل;أنصف
استبشر,فعل,,,حزن
استبشع,فعل,,,استحسن;استملح
استبصر,فعل,,,استعمى;استعشى
استبصرالأمر,فعل,,,
استبطأ,فعل,,,استعجل
استبطن,فعل,,,أظهر
استبطن(الوادي),فعل,,,خرج(منه)
استبطنالشيء,فعل,,,
استبطنالوادي,فعل,,,
استبعد,فعل,,,استقرب;تقرّب
استبعد(حدوثشيء),فعل,,,توقّع
استبقى,فعل,,,
استبقى(الشيء),فعل,,,بدّد
استبقى(فلانفلاناعنده),فعل,,,طرد
استبكى,فعل,,,استضحك
استتر,فعل,,,ظهر
استثقل,فعل,,,استخفّ
استجاب,فعل,,,رفض
استجار,فعل,,,
استجار(به),فعل,,,استجار(منه)
استجلس,فعل,,,استنهض;استوقف
استجلى,فعل,,,
استجمع,فعل,,,تشتّت
استجوب,فعل,,,ردّ
استحال,فعل,,,دام;بقي;استمرّ
استحسن,فعل,,,استقبح;استبشع
استخدم,فعل,,,
استخرج,فعل,,,أدخل
استخف,فعل,,,أتقن;أحسن
استدفأ,فعل,,,استبرد
استدنا,فعل,,,أبعد
استدنى,فعل,,,
استذكر,فعل,,,نسي
استراح,فعل,,,تعب
استرخى,فعل,,,اشتدّ;تشدّد
استرق,فعل,,,حرّر
استزاد,فعل,,,انتقص;أنقص
استساغ(الطعام),فعل,,,غصّ(به)
استساغ(الكلام),فعل,,,غمّ;أحزن
استساغالطعام,فعل,,,
استساغالكلام,فعل,,,
استسرع,فعل,,,استبطأ
استسلم,فعل,,,قاتل;حارب
استشرى,فعل,,,انحصر
استصعب,فعل,,,استسهل
استصعد,فعل,,,استنزل
استصغر,فعل,,,
استصوب,فعل,,,خطأ
استضحك,فعل,,,استبكى
استضعف,فعل,,,استقوى
استطاب,فعل,,,كره
استطيب,فعل,,,كره
استعبد,فعل,,,حرّر
استعجل,فعل,,,تأنّى;تأخّر
استعجم,فعل,,,استعرب
استعذر,فعل,,,استنظف
استعر,فعل,,,
استعرب,فعل,,,استعجم
استعصى,فعل,,,
استعظم,فعل,,,استصغر
استغاث,فعل,,,أعرض
استغرب,فعل,,,اعتاد
استفتح,فعل,,,اسغلق
استقبح,فعل,,,استحسن
استقبل,فعل,,,ودّع
استقر,فعل,,,رحل;ظعن;هجر;ارتحل;اضطرب
استقرب,فعل,,,استبعد
استقل,فعل,,,استكثر
استقوى,فعل,,,استضعف
استكبر,فعل,,,استصغر
استكثر,فعل,,,استقلّ
استكره,فعل,,,
استل,فعل,,,
استل(السيف),فعل,,,أغمد
استمر,فعل,,,زال;فني;تحوّل;انقطع;توقّف
استمرأ,فعل,,,غصّ
استملح,فعل,,,استقبح
استنار,فعل,,,
استنزل,فعل,,,استصعد
استنظر,فعل,,,
استنظف,فعل,,,استقذر
استهتر,فعل,,,اهتمّ;أتقن
استهجن,فعل,,,استحسن
استهل,فعل,,,اختتم
استوحش,فعل,,,استأنس
استوضح,فعل,,,أخفى
استوطن,فعل,,,هاجر
استيقظ,فعل,,,نام;غفا
اسر,فعل,,,
اسصغر,فعل,,,استكبر
اسود,فعل,,,ابيضّ
اشتد,فعل,,,خفّ;لان
اشترى,فعل,,,باع
اشتعل,فعل,,,
اشتعل-ت,فعل,,,انطفأ-ت
اشتهر,فعل,,,
اشتهى,فعل,,,اشمأزّ;قرف
اشمأز,فعل,,,دهش;شهو
اصطاف,فعل,,,شتّى;شتا
اصطبح,فعل,,,اغتبق
اصطبر,فعل,,,جزع
اصطلح,فعل,,,
اضطرب,فعل,,,هدأ;استقرّ;سكن;اطمأنّ
اضطرم,فعل,,,
اضطرم-ت(النار),فعل,,,خمد-ت;انطفأ-ت
اضمحل,فعل,,,استمرّ
اطرح,فعل,,,لمّ;التقط
اطرح(الشيء),فعل,,,
اطمأن,فعل,,,خاف;خاف;حذر
اطمأن(إليه),فعل,,,
اعتاد,فعل,,,استغرب
اعترض,فعل,,,أيّد
اعترف,فعل,,,نكر;أنكر
اعتزل,فعل,,,اختلط
اعتزل(الناس),فعل,,,
اعتقل,فعل,,,حرّر
اعتكر,فعل,,,صفا
اعتكف,فعل,,,
اعتل,فعل,,,بلّ;برؤ;صحّ;شفي
اعتمد,فعل,,,اتكل
اعتمد(علىنفسه),فعل,,,
اعتنى,فعل,,,أهمل
اعوج,فعل,,,استقام;اعتدل
اغتاظ,فعل,,,رضي;قرّ(عينا);فرح
اغتبق,فعل,,,اصطبح
اغتدى,فعل,,,أمسى
اغتم,فعل,,,فرح
اغتنى,فعل,,,افتقر
افتأل,فعل,,,تشاءم
افتاق,فعل,,,اغتنى
افتتح,فعل,,,ختم
افتخر,فعل,,,تواضع;ذلّ
افترق(السيف),فعل,,,أغمد
افترق(القوم),فعل,,,تجمّع
افترى,فعل,,,
افتضح,فعل,,,استتر
افتقر,فعل,,,أثرى;أغنى
اقتاظ,فعل,,,ارتحل
اقتاظ(بالمكان),فعل,,,
اقتدر,فعل,,,عجز;قصّر
اقتدر(عليه),فعل,,,
اقترب,فعل,,,بعد;ابتعد;نأى
اقترن,فعل,,,انفصل
اقتشر,فعل,,,لبس
اقتصد,فعل,,,أفرط;بذّر
اقتصد(فيالنفقة),فعل,,,
اقتصر,فعل,,,شطّ
اقتفل,فعل,,,انفتح
اقتفل(الباب),فعل,,,
اقتلع,فعل,,,غرس;زرع
اقتمأ,فعل,,,بعثر
اقرنصف,فعل,,,أبطأ
اقسأن,فعل,,,تخاذل
اقطر,فعل,,,حلم
اقعنسس,فعل,,,تقدّم
اقمطر,فعل,,,انفضّ
اقمطر(عليه),فعل,,,
اكتأب,فعل,,,فرح;ابتهج;غمّ
اكتاد,فعل,,,أخلص
اكتبل,فعل,,,حرّر
اكتتم,فعل,,,أذاع;نشر
اكتد,فعل,,,سخا;تكاسل
اكتدح,فعل,,,تكاسل;تقاعس
اكترب,فعل,,,ابتهج;اغتبط
اكترث,فعل,,,أهمل
اكترص,فعل,,,فرّق
اكتز,فعل,,,انبسط
اكتسب,فعل,,,خسر
اكتسى,فعل,,,تعرّى
اكتص(القوم),فعل,,,تفرّق
اكتظ(المكان),فعل,,,
اكتفى,فعل,,,احتاج;طمع
اكتمن,فعل,,,ظهر;انكشف
اكتمى,فعل,,,ظهر;برز
اكتن,فعل,,,
اكتنت,فعل,,,تمرّد;رفض
اكتنز,فعل,,,أنفق
اكتنز(المال),فعل,,,
اكتنع,فعل,,,تفرّق
اكتنع(القوم),فعل,,,
اكتهى,فعل,,,حقّر
اكدر(اللون),فعل,,,صفا
اكفهر(وجهه),فعل,,,أشرق;تهلّل
اكلولى,فعل,,,انتصر
التط,فعل,,,ظهر
التك,فعل,,,أصاب
امتحط,فعل,,,أغمد
امتحط(السيف),فعل,,,
امتحق,فعل,,,أضاء
امتحق(القمر),فعل,,,
امتد,فعل,,,انقبض;طوي
امتدح,فعل,,,
امتدخ,فعل,,,عدل
امترى,فعل,,,وثق;تأكّد
امترى(فيالشيء),فعل,,,
امتسح(السيف),فعل,,,أغمد
امتسح(السيفمنغمده),فعل,,,
امتسك,فعل,,,تخلّى;طرح
امتسل(السيف),فعل,,,أغمد
امتسى,فعل,,,ارتوى
امتشط,فعل,,,
امتشع,فعل,,,تأذّى
امتشق,فعل,,,أغمد
امتشق(السيف),فعل,,,
امتشل,فعل,,,أغمد
امتشل(السيف),فعل,,,
امتشن,فعل,,,أغمد
امتشن(السيف),فعل,,,
امتعض,فعل,,,ارتاح
امتغط,فعل,,,أغمد
امتغط(السيف),فعل,,,
امتلأ,فعل,,,فرغ;خلا;صفر
امتلك(الشيء),فعل,,,
امتهن,فعل,,,عظّم
امتهن(الشيء),فعل,,,
امحى,فعل,,,شخص;برز
امدح,فعل,,,ضاق
املق,فعل,,,خشن
املق(الشيء),فعل,,,
انآد,فعل,,,استقام
انأطر,فعل,,,استقام
انبت,فعل,,,
انبتر,فعل,,,انوصل
انبتل,فعل,,,انوصل
انبث,فعل,,,انوصل;اتّصل;تجمّع
انبث(الشيء),فعل,,,
انبجس,فعل,,,جفّ;نضب;انحبس
انبذر,فعل,,,تجمّع
انبذر(القوم),فعل,,,
انبسط,فعل,,,انقبض;اكفهرّ;عبس
انبطح,فعل,,,انزلق
انبعث,فعل,,,ركد;كبا
انبلق,فعل,,,انغلق
انبلق(الباب),فعل,,,
انتأى,فعل,,,اقترب
انتاص-ت(الشمس),فعل,,,أشرق-ت
انتاص(الشمس),فعل,,,
انتاط,فعل,,,قرب
انتاط(الشيء),فعل,,,
انتاغ,فعل,,,
انتبذ,فعل,,,اقترب;عاشر
انتبذ(عنالقوم),فعل,,,
انتبر,فعل,,,انخفض
انتبش,فعل,,,دفن;طمر
انتثر,فعل,,,تجمّع
انتثر(الشيء),فعل,,,
انتخى,فعل,,,تواضع
انتخى(عليه),فعل,,,
انتدح,فعل,,,اجتمع
انتدم,فعل,,,تعسّر
انتدى,فعل,,,بخل
انتدى(القوم),فعل,,,تفرّق
انتزح,فعل,,,اقترب
انتسأ,فعل,,,تقدّم;اقترب
انتسب,فعل,,,تبرّأ
انتسب(إليه),فعل,,,
انتسع,فعل,,,تجمّع
انتسع-ت-(الماشية),فعل,,,
انتسغ,فعل,,,تجمّع
انتسغ-ت-,فعل,,,
انتسق,فعل,,,تبعثر
انتشر,فعل,,,كتم;طوي
انتشر(الخبر),فعل,,,
انتشط,فعل,,,انعقد
انتشط(الحبل),فعل,,,
انتصب,فعل,,,انخفض
انتصب(الشيء),فعل,,,
انتصر,فعل,,,انهزم
انتضد,فعل,,,تفرّق;رحل
انتضى(السيف),فعل,,,أغمد
انتطق,فعل,,,خرس;سكت
انتظر,فعل,,,تفاجأ
انتظم,فعل,,,تفرّق;تبدّد
انتظم(ت)الأشياء,فعل,,,
انتعش,فعل,,,خمل
انتعل,فعل,,,حفي;خلع
انتفخ,فعل,,,انخمص
انتفش,فعل,,,تلبّد
انتفش(الصوف),فعل,,,
انتفع,فعل,,,تضرّر;تأذّى
انتفل,فعل,,,اتّهم
انتفل(منالأمر),فعل,,,
انتقب,فعل,,,أسفر
انتقث,فعل,,,أبطأ
انتقث(فيالأمر),فعل,,,
انتقص,فعل,,,ازداد
انتقل,فعل,,,ثبت;بقي;استقرّ
انتقم,فعل,,,صفح;سامح;كافأ
انتمى,فعل,,,تبرّأ
انتمى(إليه),فعل,,,
انتهب,فعل,,,ردّ
انتهب(الشيء),فعل,,,
انتهض,فعل,,,جلس;نام
انتهى,فعل,,,بدأ
انثم,فعل,,,قوي;بدن
انثنى,فعل,,,انصرف
انثنى(عليه),فعل,,,
انجأف,فعل,,,انغرس
انجأف(ت)-الشجرة,فعل,,,
انجدم,فعل,,,انوصل
انجذ,فعل,,,انوصل
انجذب,فعل,,,اندفع
انجذر,فعل,,,انوصل
انجذم,فعل,,,انوصل
انجرد,فعل,,,لبس
انجرد(منثوبه),فعل,,,
انجزع,فعل,,,انوصل
انجزم,فعل,,,انوصل
انجلى,فعل,,,غمض;التبس
انجلى(الأمر),فعل,,,
انجمع,فعل,,,تفرّق
انجمع(الشيء),فعل,,,
انحاش,فعل,,,اقترب
انحبس,فعل,,,انسكب
انحدر,فعل,,,صعد;طلع;ارتقى
انحدر(الدمع),فعل,,,
انحذق,فعل,,,انوصل
انحذق(الشيء),فعل,,,
انحرف,فعل,,,استقام
انحس,فعل,,,انوصل
انحس(الشيء),فعل,,,
انحسر,فعل,,,انحجب;استتر
انحسر(الماء),فعل,,,تقدّم
انحشك,فعل,,,فرغ
انحط,فعل,,,ترفّع;تنزّه;أبه;تأبّه
انحل,فعل,,,تأزّم;تعقّد;تعسّر
انحل(ت)-العقدة-,فعل,,,
انحنى,فعل,,,استقام;انتصب
انخرط,فعل,,,خرج;انصرف
انخرط(في),فعل,,,
انخرق,فعل,,,تحم
انخفت,فعل,,,علا;توهّج;ازدهر;توقّد;دوّى
انخفض,فعل,,,ارتفع;سما;علا
انخمص,فعل,,,انتفخ;ورم
انخمص(الجرح),فعل,,,
انداح,فعل,,,ضمر
انداح(البطن),فعل,,,
انداق,فعل,,,ضمر
اندثر,فعل,,,شخص;برز
اندرس,فعل,,,برز;شخص
اندفع,فعل,,,انحسر;انجذب
اندفع(فيالأمر),فعل,,,
اندق(البطن),فعل,,,
اندك,فعل,,,شيّد;انبنى
اندك(الجدار),فعل,,,
اندلس,فعل,,,ظهر
اندلس(الشيء),فعل,,,
اندمج,فعل,,,انفصل
انذعر,فعل,,,اطمأنّ
انزعج,فعل,,,طاب;ارتاح;انشرح
انزعق,فعل,,,اطمأنّ
انزلق,فعل,,,انبطح;استقرّ
انزلق(ت)-القدم-,فعل,,,
انس,فعل,,,توحّش;أقفر
انساب,فعل,,,تمهّل
انستر,فعل,,,انكشف;ظهر;برز
انسجر,فعل,,,فرغ
انسجر(الإناء),فعل,,,
انسجل,فعل,,,انحبس
انسجل(الدمع),فعل,,,
انسجم,فعل,,,
انسح,فعل,,,
انسحب,فعل,,,بقي
انسحب(منالمكان),فعل,,,
انسد,فعل,,,فتح
انسرى,فعل,,,اغتمّ
انسكب,فعل,,,انحبس
انسل(السيف),فعل,,,انغمد
انسلخ,فعل,,,تصق
انسلى,فعل,,,اغتمّ
انسلى(عنهالغم),فعل,,,
انشال,فعل,,,انخفض
انشت,فعل,,,اجتمع
انشدح,فعل,,,انبطح
انشدخ,فعل,,,تحم
انشرح,فعل,,,انزعج
انشرح(صدره),فعل,,,
انشعب,فعل,,,تجمّع;توحّد
انشق,فعل,,,اجتمع;التحم
انصات,فعل,,,انحنى
انصب,فعل,,,انحبس
انصرف,فعل,,,عاد
انصرم,فعل,,,انوصل
انصلت,فعل,,,اختفى
انصهر,فعل,,,جمد
انضاف,فعل,,,نقص
انضاف(إليه),فعل,,,
انضبط,فعل,,,تمادى(فيالفوضى)
انضم,فعل,,,انفصل;اعتزل;انفرد
انضم(الشيء),فعل,,,
انضمر,فعل,,,سمن
انضوى,فعل,,,اعتزل
انطفأ,فعل,,,تأجّج;توقّد;اضطرم
انطلق,فعل,,,توقّف;رسا
انطمس,فعل,,,شخص
انعتق,فعل,,,استعبد
انعزل,فعل,,,اختلط
انعطف,فعل,,,استقام
انعقد,فعل,,,انحلّ
انعقل,فعل,,,انحلّ;انفكّ
انعوى,فعل,,,استقام
انغرز,فعل,,,انقلع
انغرس,فعل,,,انقلع
انغص,فعل,,,حملق
انغض(الطرف),فعل,,,
انغلق,فعل,,,انفتح
انغم,فعل,,,فرح;انشرح;اغتبط
انغمض,فعل,,,حملق;حدّق
انفتح,فعل,,,انغلق
انفتق,فعل,,,
انفثأ(الحر),فعل,,,اشتدّ
انفجم,فعل,,,ضاق
انفرد,فعل,,,انضم
انفرط,فعل,,,اجتمع
انفرق,فعل,,,انوصل
انفرق(عنه),فعل,,,
انفسح,فعل,,,ضاق
انفسح(المكان),فعل,,,
انفش,فعل,,,انتفخ;ورم
انفص,فعل,,,اتّصل
انفصد,فعل,,,احتقن
انفصل,فعل,,,اتّصل
انفصل(عنه),فعل,,,
انفصم,فعل,,,انوصل;اتّصل
انفصى,فعل,,,اتّصل
انفض,فعل,,,تجمّع
انفض(القوم),فعل,,,
انفضح,فعل,,,استتر
انفطر,فعل,,,تأم
انفطم,فعل,,,رضع
انفغر,فعل,,,انغلق
انفك,فعل,,,انعقد
انفل,فعل,,,انتصر
انفل(القوم),فعل,,,
انفلت,فعل,,,أمسكبه
انقاد,فعل,,,عصى;تمرّد
انقاص,فعل,,,
انقاض(الحائط),فعل,,,انبنى
انقبض,فعل,,,انبسط
انقبى,فعل,,,انكشف;ظهر;برز
انقذم,فعل,,,أبطا
انقرض,فعل,,,نما;تزايد
انقسم,فعل,,,توحّد;تجمّع
انقش,فعل,,,تجمّع
انقش(القوم),فعل,,,
انقشط-ت-(السماء),فعل,,,
انقشط-ت(السماء),فعل,,,تلبّد-ت
انقشع,فعل,,,تجمّع
انقشع(القوم),فعل,,,
انقص,فعل,,,انوصل
انقصع,فعل,,,
انقصف,فعل,,,تفرّق
انقض,فعل,,,تراجع
انقضب,فعل,,,اتّصل
انقضع,فعل,,,تجمّع
انقضع(القوم),فعل,,,
انقضى,فعل,,,دام;استمر
انقطع,فعل,,,انوصل;استمرّ;ثابر;واضب;تواصل
انقطع(الشيء),فعل,,,
انقعش(الحائط),فعل,,,انبنى;شيّد
انقعش(القوم),فعل,,,رجع
انقعص,فعل,,,استقام
انقعض,فعل,,,استقام
انقفع,فعل,,,اخضرّ
انقفل,فعل,,,انفتح
انقفل(الباب),فعل,,,
انقلع,فعل,,,ثبت
انقمس,فعل,,,طلع;ظهر
انقمس(النجم),فعل,,,
انقمع,فعل,,,ظهر;انكشف
انقهل,فعل,,,تنشّط
انكب,فعل,,,أهمل;أعرض;كفّ
انكب(علىالأمر),فعل,,,
انكتل,فعل,,,تمهّل
انكثب,فعل,,,تفرّق;تبعثر
انكثب(الرمل),فعل,,,
انكثم,فعل,,,فرح
انكرث,فعل,,,انوصل
انكرس,فعل,,,أهمل;تخلّى
انكرس-على-,فعل,,,
انكسر,فعل,,,غلب;انتصر;فاز
انكسر-الحر-,فعل,,,
انكسف,فعل,,,انمحص;انجلى
انكسف-ت-(الشمس),فعل,,,
انكشح,فعل,,,تجمّع
انكشح(القوم),فعل,,,
انكشف,فعل,,,خفي;انستر
انكشف-الأمر-,فعل,,,
انكف,فعل,,,انكبّ
انكف(عنالأمر),فعل,,,
انكفأ,فعل,,,انصرف
انكفأ-علىالشيء-,فعل,,,
انكفس,فعل,,,استقام
انكلت,فعل,,,انحبس
انكلت-الماء-,فعل,,,
انكمش,فعل,,,تمدّد
انكمش(الشيء),فعل,,,
انكمى,فعل,,,ظهر;برز
انمار,فعل,,,نبت
انمحص,فعل,,,كسف
انمحص-ت-(الشمس),فعل,,,
انمحق,فعل,,,انجلى;برز
انمحى,فعل,,,شخص;برز
انمرط,فعل,,,نبت
انمرط-الشعر-,فعل,,,
انمزق,فعل,,,انرتق
انمس,فعل,,,ظهر
انملز-منه-,فعل,,,
انملزمنه,فعل,,,أمسكبه;قبضعليه
انملع,فعل,,,أبطأ
انملع-ت-(الدابة),فعل,,,
انملق,فعل,,,خشن
انملق-الشيء-,فعل,,,
انهار,فعل,,,ارتفع;صلب
انهبط,فعل,,,ارتفع
انهد,فعل,,,ارتفع;انبنى
انهدم,فعل,,,ارتفع
انهدن,فعل,,,نشط
انهزم,فعل,,,غلب;تغلّب;انتصر
انهفت,فعل,,,ارتفع;تكبّر
انهقع,فعل,,,شبع;انتفخبطنه
انهل,فعل,,,انحبس
انهل(الدمع),فعل,,,
انهمر,فعل,,,انحبس
انهمل,فعل,,,انحبس
انهوى,فعل,,,ارتفع;صعد
انوصل,فعل,,,انقطع
اهتاف,فعل,,,ارتوى;شرب
اهتال,فعل,,,اطمأنّ;أمن
اهتب,فعل,,,وصل
اهتب(الشيء),فعل,,,
اهتبش,فعل,,,فرّق
اهتبش(الشيء),فعل,,,
اهتبل,فعل,,,صدق;أخلص;فرح
اهتجر,فعل,,,تآلف
اهتجر(القوم),فعل,,,
اهتجم,فعل,,,تراجع
اهتجم(الشيء),فعل,,,
اهتجى,فعل,,,امتدح
اهتدى,فعل,,,ضلّ
اهترش,فعل,,,تآلف
اهترش-ت-الكلاب,فعل,,,
اهتز,فعل,,,سكن;ثبت
اهتش,فعل,,,حزن;عاف;اغتمّ
اهتش(للأمر),فعل,,,
اهتضب,فعل,,,همس
اهتضب(فيالحديث),فعل,,,
اهتضم,فعل,,,أنصف
اهتضم(ه),فعل,,,
اهتف,فعل,,,خفت
اهتف-الصوت-,فعل,,,
اهتل,فعل,,,عبس;اكفهرّ
